shape_id,latitude,longitude,shape_pt_sequence,shape_dist_traveled
3S:767#23744#23777,-41.291929,174.724704,423,8925.206953322584
3S:767#23744#23777,-41.291896,174.72466,424,8930.398670699045
3S:767#23744#23777,-41.291759,174.724558,425,8947.84437316536
3S:767#23744#23777,-41.291554,174.724494,426,8971.24512297665
3S:767#23744#23777,-41.291392,174.724475,427,8989.318144011868
3S:767#23744#23777,-41.291235,174.724473,428,9006.766684457292
3S:767#23744#23777,-41.291129,174.72449,429,9018.631523818607
3S:767#23744#23777,-41.29107,174.724501,430,9025.2522409302
3S:767#23744#23777,-41.291023,174.724524,431,9030.8180394491
3S:767#23744#23777,-41.290985,174.724543,432,9035.329689705717
3S:767#23744#23777,-41.29059,174.724794,433,9083.97396078434
3S:767#23744#23777,-41.290264,174.725025,434,9125.018200148354
3S:767#23744#23777,-41.290087,174.725207,435,9149.875548568034
3S:767#23744#23777,-41.2900466,174.7252474,436,9155.492067062825
3S:767#23744#23777,-41.2900358,174.7252366,437,9156.9922877468
3S:767#23744#23777,-41.2900466,174.7252474,438,9158.492508430774
3S:767#23744#23777,-41.289974,174.72532,439,9168.584433984275
3S:767#23744#23777,-41.289897,174.725368,440,9178.03368087786
3S:767#23744#23777,-41.289809,174.725389,441,9187.970080881389
3S:767#23744#23777,-41.289708,174.725379,442,9199.225535928605
3S:767#23744#23777,-41.289498,174.725282,443,9223.929028136396
3S:767#23744#23777,-41.289405,174.725266,444,9234.349678069622
3S:767#23744#23777,-41.289333,174.725293,445,9242.662579436626
3S:767#23744#23777,-41.289264,174.725368,446,9252.563126684448
3S:767#23744#23777,-41.289156,174.725566,447,9272.993907282122
3S:767#23744#23777,-41.289063,174.725663,448,9286.125423854908
3S:767#23744#23777,-41.28895,174.725695,449,9298.965069393102
3S:767#23744#23777,-41.288869,174.725674,450,9308.136805688531
3S:767#23744#23777,-41.288805,174.725609,451,9317.083455728996
3S:767#23744#23777,-41.288752,174.725497,452,9328.136325891168
3S:767#23744#23777,-41.28874,174.725384,453,9337.666211361851
3S:767#23744#23777,-41.288765,174.725234,454,9350.496036902021
3S:767#23744#23777,-41.288938,174.724633,455,9404.238791542946
3S:767#23744#23777,-41.288958,174.724494,456,9416.056493716715
3S:767#23744#23777,-41.288938,174.724295,457,9432.821686401987
3S:767#23744#23777,-41.2889355,174.7238952,458,9466.207849763652
3S:767#23744#23777,-41.28897503,174.723895,459,9470.601217284693
3S:767#23744#23777,-41.2889355,174.7238952,460,9474.994584805734
3S:767#23744#23777,-41.288935,174.723813,461,9481.858975655521
3S:767#23744#23777,-41.288931,174.723679,462,9493.057497533284
3S:767#23744#23777,-41.288925,174.723547,463,9504.100589277003
3S:767#23744#23777,-41.288963,174.723547,464,9508.324716303234
3S:767#23744#23777,-41.289044,174.723545,465,9517.328040479117
3S:767#23744#23777,-41.289132,174.723541,466,9527.113344174399
3S:767#23744#23777,-41.289329,174.723509,467,9549.168935387981
3S:767#23744#23777,-41.289455,174.723489,468,9563.271009817337
3S:767#23744#23777,-41.289745,174.723395,469,9596.441564266399
3S:767#23744#23777,-41.289859,174.723362,470,9609.406804371054
3S:767#23744#23777,-41.290009,174.723318,471,9626.476916287605
3S:767#23744#23777,-41.290033,174.723311,472,9629.207153068044
3S:767#23744#23777,-41.290184,174.723266,473,9646.40363511308
3S:767#23744#23777,-41.290454,174.723163,474,9677.617888726747
3S:767#23744#23777,-41.290577,174.723103,475,9692.176369119286
3S:767#23744#23777,-41.290745,174.723,476,9712.732348916408
3S:767#23744#23777,-41.29088,174.72288,477,9730.773960696975
3S:767#23744#23777,-41.291164,174.722657,478,9767.419288488678
3S:767#23744#23777,-41.291351,174.722511,479,9791.513038182118
3S:767#23744#23777,-41.291445,174.722452,480,9803.062983810914
3S:767#23744#23777,-41.291551,174.722391,481,9815.897018841722
3S:767#23744#23777,-41.291613,174.722367,482,9823.073030886184
3S:767#23744#23777,-41.291673,174.722356,483,9829.803656916602
3S:767#23744#23777,-41.291757,174.722344,484,9839.192689516247
3S:767#23744#23777,-41.291854,174.722339,485,9849.98010038497
3S:767#23744#23777,-41.291974,174.722356,486,9863.391099966844
3S:767#23744#23777,-41.292019,174.722361,487,9868.410005248892
3S:767#23744#23777,-41.292079,174.722364,488,9875.08286812765
3S:767#23744#23777,-41.292149,174.722347,489,9882.991749281171
3S:767#23744#23777,-41.292219,174.722329,490,9890.915414465855
3S:767#23744#23777,-41.292298,174.722299,491,9900.044845932835
3S:767#23744#23777,-41.29237,174.72227,492,9908.404185434263
3S:767#23744#23777,-41.292466,174.722241,493,9919.34407610386
3S:767#23744#23777,-41.292557,174.722219,494,9929.622503950728
3S:767#23744#23777,-41.292705,174.722202,495,9946.131203932518
3S:767#23744#23777,-41.292866,174.72221,496,9964.036072254094
3S:767#23744#23777,-41.29293,174.722217,497,9971.171825848809
3S:767#23744#23777,-41.2929482,174.7225601,498,9999.891551589799
3S:767#23744#23777,-41.29286806999999,174.7225644,499,10008.803418072574
3S:767#23744#23777,-41.2929482,174.7225601,500,10017.715284555348
3S:767#23744#23777,-41.292958,174.722743,501,10033.02635781626
3S:767#23744#23777,-41.29299,174.722888,502,10045.645345293206
3S:767#23744#23777,-41.293043,174.723006,503,10057.124141485267
3S:767#23744#23777,-41.293236,174.723301,504,10089.785706437116
3S:767#23744#23777,-41.29347,174.723655,505,10129.155339025763
3S:767#23744#23777,-41.293625,174.723877,506,10154.459753020717
3S:767#23744#23777,-41.293677,174.723923,507,10161.39849668629
3S:767#23744#23777,-41.29374,174.723966,508,10169.267436622034
3S:767#23744#23777,-41.293901,174.723973,509,10187.169287862398
3S:767#23744#23777,-41.294061,174.723994,510,10205.036909910375
3S:767#23744#23777,-41.2942884,174.7240026,511,10230.318722172966
3S:767#23744#23777,-41.29428721,174.7240349,512,10233.019119404118
3S:767#23744#23777,-41.2942884,174.7240026,513,10235.71951663527
3S:767#23744#23777,-41.294324,174.724004,514,10239.678507778066
3S:767#23744#23777,-41.29457,174.723891,515,10268.599400879422
3S:767#23744#23777,-41.294742,174.723783,516,10289.734523505875
3S:767#23744#23777,-41.294865,174.723722,517,10304.321730148731
3S:767#23744#23777,-41.294944,174.723696,518,10313.364962872058
3S:767#23744#23777,-41.295026,174.723682,519,10322.55239077228
3S:767#23744#23777,-41.295112,174.723674,520,10332.134092521375
3S:767#23744#23777,-41.295215,174.723685,521,10343.617985434848
3S:767#23744#23777,-41.29528,174.723696,522,10350.89985326465
3S:767#23744#23777,-41.29534,174.723712,523,10357.700338897574
3S:767#23744#23777,-41.295448,174.723751,524,10370.136797378784
3S:767#23744#23777,-41.295495,174.723773,525,10375.674217397067
3S:767#23744#23777,-41.295609,174.723832,526,10389.267243396189
3S:767#23744#23777,-41.29638,174.724229,527,10481.13897465562
3S:767#23744#23777,-41.296521,174.724272,528,10497.21473358147
3S:767#23744#23777,-41.29669,174.724283,529,10516.018669835788
3S:767#23744#23777,-41.29688,174.72424,530,10537.437072078863
3S:767#23744#23777,-41.297009,174.724192,531,10552.323011343115
3S:767#23744#23777,-41.297158,174.724095,532,10570.756078261213
3S:767#23744#23777,-41.29716839,174.7241108,533,10572.505621189193
3S:767#23744#23777,-41.297158,174.724095,534,10574.255164117174
3S:767#23744#23777,-41.297299,174.723934,535,10594.900730015563
3S:767#23744#23777,-41.29765,174.723134,536,10672.251386882686
3S:767#23744#23777,-41.297661,174.723108,537,10674.743740669315
3S:767#23744#23777,-41.297769,174.722952,538,10692.455496263648
3S:767#23744#23777,-41.29779,174.722921,539,10695.941694098448
3S:767#23744#23777,-41.297909,174.722785,540,10713.372683272453
3S:767#23744#23777,-41.298196,174.722457,541,10755.411640173235
3S:767#23744#23777,-41.298391,174.722234,542,10783.98239683021
3S:767#23744#23777,-41.2986289,174.7221004,543,10812.67766183137
3S:767#23744#23777,-41.29863936999999,174.7221191,544,10814.626794363
